Longitude,Latitude,Pixel,Scan
96.8046696,-89.9681463,1900,5300
98.066049,-89.967407,2000,5300
99.2708351,-89.9666528,2100,5300
100.421758,-89.9658845,2200,5300
101.521482,-89.9651032,2300,5300
102.572592,-89.9643096,2400,5300
103.57758,-89.9635046,2500,5300
104.538839,-89.9626889,2600,5300
105.458655,-89.9618633,2700,5300
106.339208,-89.9610283,2800,5300
107.182569,-89.9601846,2900,5300
107.990703,-89.9593327,3000,5300
108.765472,-89.9584731,3100,5300
109.508633,-89.9576063,3200,5300
110.221847,-89.9567327,3300,5300
110.906681,-89.9558528,3400,5300
111.564613,-89.9549669,3500,5300
112.197033,-89.9540753,3600,5300
112.805252,-89.9531785,3700,5300
113.390505,-89.9522766,3800,5300
113.953953,-89.9513701,3900,5300
114.496689,-89.950459,4000,5300
115.019744,-89.9495438,4100,5300
115.524087,-89.9486246,4200,5300
116.010629,-89.9477017,4300,5300
116.480232,-89.9467751,4400,5300
116.933706,-89.9458453,4500,5300
117.371813,-89.9449122,4600,5300
117.795273,-89.9439761,4700,5300
118.204765,-89.9430371,4800,5300
118.60093,-89.9420953,4900,5300
118.984371,-89.941151,5000,5300
119.355661,-89.9402042,5100,5300
119.715337,-89.939255,5200,5300
120.06391,-89.9383037,5300,5300
120.401861,-89.9373501,5400,5300
120.729648,-89.9363946,5500,5300
121.0477,-89.9354371,5600,5300
121.356428,-89.9344777,5700,5300
121.656217,-89.9335166,5800,5300
121.947436,-89.9325538,5900,5300
122.230433,-89.9315894,6000,5300
122.505538,-89.9306235,6100,5300
122.773064,-89.9296561,6200,5300
123.033309,-89.9286872,6300,5300
123.286558,-89.9277171,6400,5300
123.533078,-89.9267456,6500,5300
123.773126,-89.9257729,6600,5300
124.006945,-89.924799,6700,5300
124.234768,-89.923824,6800,5300
124.456816,-89.9228478,6900,5300
124.673299,-89.9218707,7000,5300
124.884417,-89.9208925,7100,5300
125.090364,-89.9199134,7200,5300
125.29132,-89.9189333,7300,5300
125.487462,-89.9179523,7400,5300
125.678956,-89.9169705,7500,5300
125.86596,-89.9159879,7600,5300
126.048628,-89.9150045,7700,5300
126.227105,-89.9140203,7800,5300
126.401531,-89.9130354,7900,5300
126.572038,-89.9120497,8000,5300
126.738755,-89.9110634,8100,5300
126.901804,-89.9100765,8200,5300
127.061302,-89.9090889,8300,5300
127.217363,-89.9081007,8400,5300
127.370093,-89.9071119,8500,5300
127.519596,-89.9061226,8600,5300
127.665972,-89.9051327,8700,5300
127.809316,-89.9041423,8800,5300
127.949719,-89.9031514,8900,5300
128.08727,-89.90216,9000,5300
128.222053,-89.9011682,9100,5300
128.35415,-89.9001758,9200,5300
128.483639,-89.8991831,9300,5300
128.610595,-89.8981899,9400,5300
128.735091,-89.8971963,9500,5300
128.857196,-89.8962024,9600,5300
128.976978,-89.895208,9700,5300
129.094501,-89.8942133,9800,5300
129.209829,-89.8932182,9900,5300
129.32302,-89.8922228,10000,5300
129.434134,-89.8912271,10100,5300
129.543225,-89.890231,10200,5300
129.650349,-89.8892346,10300,5300
129.755557,-89.888238,10400,5300
129.858899,-89.887241,10500,5300
129.960425,-89.8862438,10600,5300
130.060181,-89.8852463,10700,5300
130.158212,-89.8842485,10800,5300
130.254563,-89.8832505,10900,5300
130.349275,-89.8822523,11000,5300
130.44239,-89.8812538,11100,5300
130.533948,-89.8802551,11200,5300
130.623987,-89.8792562,11300,5300
130.712543,-89.8782571,11400,5300
130.799653,-89.8772577,11500,5300
130.885353,-89.8762582,11600,5300
130.969674,-89.8752585,11700,5300
131.052651,-89.8742586,11800,5300
131.134314,-89.8732585,11900,5300
131.213897,-89.8722682,11999,5300
59.8292184,-89.9784782,0,5400
62.5094357,-89.9783013,100,5400
65.1404653,-89.9780779,200,5400
67.7128989,-89.9778093,300,5400
70.2186808,-89.977497,400,5400
72.6511807,-89.977143,500,5400
75.0052016,-89.9767492,600,5400
77.2769309,-89.9763174,700,5400
79.4638494,-89.9758499,800,5400
81.5646077,-89.9753486,900,5400
83.5788857,-89.9748155,1000,5400
85.5072426,-89.9742527,1100,5400
87.3509693,-89.973662,1200,5400
89.1119466,-89.9730454,1300,5400
90.792516,-89.9724044,1400,5400
92.3953639,-89.9717409,1500,5400
93.9234211,-89.9710564,1600,5400
95.3797775,-89.9703523,1700,5400
96.7676111,-89.96963,1800,5400
98.09013,-89.9688908,1900,5400
99.3505264,-89.9681358,2000,5400
100.551941,-89.9673663,2100,5400
101.697434,-89.9665831,2200,5400
102.789969,-89.9657872,2300,5400
103.832393,-89.9649795,2400,5400
104.827434,-89.9641609,2500,5400
105.77769,-89.963332,2600,5400
106.68563,-89.9624935,2700,5400
107.553593,-89.9616461,2800,5400
108.38379,-89.9607903,2900,5400
109.178307,-89.9599268,3000,5400
109.93911,-89.9590559,3100,5400
110.668049,-89.9581782,3200,5400
111.366863,-89.9572941,3300,5400
112.037188,-89.956404,3400,5400
112.680558,-89.9555082,3500,5400
113.298415,-89.9546071,3600,5400
113.892112,-89.953701,3700,5400
114.462919,-89.9527903,3800,5400
115.012028,-89.9518751,3900,5400
115.54056,-89.9509557,4000,5400
116.049563,-89.9500323,4100,5400
116.540026,-89.9491053,4200,5400
117.012876,-89.9481747,4300,5400
117.468984,-89.9472409,4400,5400
117.909169,-89.9463038,4500,5400
118.334202,-89.9453638,4600,5400
118.744808,-89.944421,4700,5400
119.141669,-89.9434755,4800,5400
119.525428,-89.9425274,4900,5400
119.896692,-89.941577,5000,5400
120.256031,-89.9406242,5100,5400
120.603984,-89.9396693,5200,5400
120.941059,-89.9387122,5300,5400
121.267738,-89.9377533,5400,5400
121.584473,-89.9367924,5500,5400
121.891693,-89.9358297,5600,5400
122.189805,-89.9348654,5700,5400
122.479192,-89.9338994,5800,5400
122.760218,-89.9329318,5900,5400
123.033228,-89.9319628,6000,5400
123.298547,-89.9309923,6100,5400
123.556486,-89.9300205,6200,5400
123.807339,-89.9290474,6300,5400
124.051384,-89.9280731,6400,5400
124.288887,-89.9270976,6500,5400
124.5201,-89.9261209,6600,5400
124.745262,-89.9251431,6700,5400
124.964601,-89.9241643,6800,5400
125.178335,-89.9231845,6900,5400
125.386669,-89.9222038,7000,5400
125.589801,-89.9212221,7100,5400
125.787919,-89.9202395,7200,5400
125.981201,-89.9192561,7300,5400
126.169819,-89.9182719,7400,5400
126.353935,-89.9172869,7500,5400
126.533705,-89.9163011,7600,5400
126.709278,-89.9153147,7700,5400
126.880797,-89.9143275,7800,5400
127.048397,-89.9133396,7900,5400
127.212208,-89.9123512,8000,5400
127.372355,-89.9113621,8100,5400
127.528958,-89.9103724,8200,5400
127.68213,-89.9093821,8300,5400
127.831981,-89.9083913,8400,5400
127.978616,-89.9074,8500,5400
128.122137,-89.9064081,8600,5400
128.262638,-89.9054158,8700,5400
128.400214,-89.904423,8800,5400
128.534953,-89.9034297,8900,5400
128.66694,-89.902436,9000,5400
128.796258,-89.9014418,9100,5400
128.922987,-89.9004473,9200,5400
129.047201,-89.8994524,9300,5400
129.168974,-89.898457,9400,5400
129.288376,-89.8974613,9500,5400
129.405475,-89.8964653,9600,5400
129.520336,-89.8954689,9700,5400
129.633021,-89.8944722,9800,5400
129.743592,-89.8934752,9900,5400
129.852106,-89.8924779,10000,5400
129.95862,-89.8914802,10100,5400
130.063188,-89.8904823,10200,5400
130.165862,-89.8894841,10300,5400
130.266693,-89.8884857,10400,5400
130.365729,-89.887487,10500,5400
130.463017,-89.886488,10600,5400
130.558603,-89.8854888,10700,5400
130.65253,-89.8844894,10800,5400
130.744842,-89.8834898,10900,5400
130.835578,-89.8824899,11000,5400
130.924778,-89.8814899,11100,5400
131.012482,-89.8804896,11200,5400
131.098725,-89.8794891,11300,5400
131.183544,-89.8784885,11400,5400
131.266973,-89.8774877,11500,5400
131.349047,-89.8764867,11600,5400
131.429797,-89.8754855,11700,5400
131.509255,-89.8744842,11800,5400
131.587451,-89.8734827,11900,5400
131.663652,-89.8724911,11999,5400
60.1225763,-89.9794986,0,5500
62.9320736,-89.9793154,100,5500
65.6855537,-89.9790835,200,5500
68.3723868,-89.9788045,300,5500
70.9836153,-89.9784801,400,5500
73.5120261,-89.9781125,500,5500
75.9521393,-89.9777037,600,5500
78.3001264,-89.9772561,700,5500
80.5536754,-89.9767718,800,5500
82.7118222,-89.9762531,900,5500
84.7747633,-89.9757022,1000,5500
86.7436646,-89.9751213,1100,5500
88.6204763,-89.9745125,1200,5500
90.4077611,-89.9738776,1300,5500
92.1085404,-89.9732187,1400,5500
93.7261609,-89.9725373,1500,5500
95.2641812,-89.9718351,1600,5500
96.7262779,-89.9711138,1700,5500
98.1161699,-89.9703746,1800,5500
99.4375587,-89.9696189,1900,5500
100.694082,-89.9688479,2000,5500
101.889279,-89.9680627,2100,5500
103.026567,-89.9672644,2200,5500
104.109221,-89.9664538,2300,5500
105.140367,-89.9656319,2400,5500
106.122974,-89.9647995,2500,5500
107.059852,-89.9639573,2600,5500
107.953654,-89.963106,2700,5500
108.806879,-89.9622461,2800,5500
109.621875,-89.9613784,2900,5500
110.400848,-89.9605032,3000,5500
111.145865,-89.9596211,3100,5500
111.858864,-89.9587326,3200,5500
112.541658,-89.9578381,3300,5500
113.195946,-89.9569379,3400,5500
113.823316,-89.9560323,3500,5500
114.425256,-89.9551218,3600,5500
115.003155,-89.9542067,3700,5500
115.558316,-89.9532871,3800,5500
116.091958,-89.9523634,3900,5500
116.60522,-89.9514358,4000,5500
117.09917,-89.9505045,4100,5500
117.57481,-89.9495697,4200,5500
118.033078,-89.9486317,4300,5500
118.474852,-89.9476907,4400,5500
118.900959,-89.9467466,4500,5500
119.312173,-89.9457999,4600,5500
119.709221,-89.9448505,4700,5500
120.092788,-89.9438986,4800,5500
120.463515,-89.9429444,4900,5500
120.822009,-89.941988,5000,5500
121.168837,-89.9410294,5100,5500
121.504537,-89.9400688,5200,5500
121.829614,-89.9391064,5300,5500
122.144545,-89.9381421,5400,5500
122.44978,-89.9371761,5500,5500
122.745743,-89.9362084,5600,5500
123.032835,-89.9352392,5700,5500
123.311436,-89.9342684,5800,5500
123.581906,-89.9332963,5900,5500
123.844582,-89.9323227,6000,5500
124.099788,-89.9313479,6100,5500
124.347828,-89.9303719,6200,5500
124.588991,-89.9293946,6300,5500
124.823551,-89.9284163,6400,5500
125.051768,-89.9274368,6500,5500
125.273889,-89.9264563,6600,5500
125.49015,-89.9254748,6700,5500
125.700772,-89.9244924,6800,5500
125.90597,-89.923509,6900,5500
126.105944,-89.9225248,7000,5500
126.300887,-89.9215397,7100,5500
126.490983,-89.9205539,7200,5500
126.676406,-89.9195672,7300,5500
126.857323,-89.9185798,7400,5500
127.033892,-89.9175918,7500,5500
127.206266,-89.916603,7600,5500
127.37459,-89.9156136,7700,5500
127.539002,-89.9146235,7800,5500
127.699634,-89.9136329,7900,5500
127.856613,-89.9126417,8000,5500
128.01006,-89.9116499,8100,5500
128.16009,-89.9106576,8200,5500
128.306816,-89.9096647,8300,5500
128.450343,-89.9086714,8400,5500
128.590772,-89.9076776,8500,5500
128.728203,-89.9066833,8600,5500
128.862727,-89.9056886,8700,5500
128.994436,-89.9046935,8800,5500
129.123416,-89.9036979,8900,5500
129.249748,-89.902702,9000,5500
129.373514,-89.9017057,9100,5500
129.494789,-89.900709,9200,5500
129.613647,-89.8997119,9300,5500
129.730158,-89.8987145,9400,5500
129.844391,-89.8977168,9500,5500
129.95641,-89.8967188,9600,5500
130.06628,-89.8957205,9700,5500
130.17406,-89.8947219,9800,5500
130.279809,-89.893723,9900,5500
130.383583,-89.8927238,10000,5500
130.485437,-89.8917244,10100,5500
130.585422,-89.8907247,10200,5500
130.683589,-89.8897248,10300,5500
130.779988,-89.8887246,10400,5500
130.874664,-89.8877242,10500,5500
130.967663,-89.8867236,10600,5500
131.059029,-89.8857228,10700,5500
131.148804,-89.8847218,10800,5500
131.237029,-89.8837206,10900,5500
131.323743,-89.8827192,11000,5500
131.408986,-89.8817176,11100,5500
131.492792,-89.8807158,11200,5500
131.575199,-89.8797139,11300,5500
131.656241,-89.8787118,11400,5500
131.735951,-89.8777096,11500,5500
131.814361,-89.8767072,11600,5500
131.891503,-89.8757047,11700,5500
131.967408,-89.874702,11800,5500
132.042103,-89.8736992,11900,5500
132.114889,-89.8727063,11999,5500
60.4461229,-89.9805182,0,5600
63.3977116,-89.9803281,100,5600
66.2850825,-89.980087,200,5600
69.0961832,-89.9797965,300,5600
71.8210462,-89.9794589,400,5600
74.4518554,-89.9790765,500,5600
76.9829019,-89.9786516,600,5600
79.4104516,-89.9781868,700,5600
81.7325503,-89.9776845,800,5600
83.9487922,-89.9771473,900,5600
86.0600724,-89.9765775,1000,5600
88.068343,-89.9759775,1100,5600
89.9763826,-89.9753495,1200,5600
91.7875893,-89.9746956,1300,5600
93.5058002,-89.9740178,1400,5600
95.1351388,-89.9733179,1500,5600
96.679889,-89.9725976,1600,5600
98.1443947,-89.9718584,1700,5600
99.5329807,-89.9711019,1800,5600
100.849893,-89.9703294,1900,5600
102.099253,-89.969542,2000,5600
103.285029,-89.968741,2100,5600
104.411014,-89.9679273,2200,5600
105.480814,-89.967102,2300,5600
106.497838,-89.9662658,2400,5600
107.465305,-89.9654195,2500,5600
108.386237,-89.964564,2600,5600
109.263471,-89.9636998,2700,5600
110.099663,-89.9628276,2800,5600
110.897295,-89.9619478,2900,5600
111.658686,-89.9610612,3000,5600
112.386001,-89.960168,3100,5600
113.081259,-89.9592688,3200,5600
113.746342,-89.9583639,3300,5600
114.383005,-89.9574537,3400,5600
114.992885,-89.9565386,3500,5600
115.577509,-89.9556189,3600,5600
116.138298,-89.9546947,3700,5600
116.676581,-89.9537665,3800,5600
117.193597,-89.9528345,3900,5600
117.690504,-89.9518988,4000,5600
118.168381,-89.9509598,4100,5600
118.628239,-89.9500175,4200,5600
119.071023,-89.9490723,4300,5600
119.497617,-89.9481241,4400,5600
119.908848,-89.9471733,4500,5600
120.305491,-89.94622,4600,5600
120.688275,-89.9452642,4700,5600
121.05788,-89.9443062,4800,5600
121.414947,-89.943346,4900,5600
121.760078,-89.9423837,5000,5600
122.093836,-89.9414195,5100,5600
122.416755,-89.9404535,5200,5600
122.729334,-89.9394858,5300,5600
123.032045,-89.9385163,5400,5600
123.325332,-89.9375453,5500,5600
123.609615,-89.9365728,5600,5600
123.885287,-89.9355989,5700,5600
124.152723,-89.9346235,5800,5600
124.412276,-89.9336469,5900,5600
124.664278,-89.9326691,6000,5600
124.909046,-89.9316901,6100,5600
125.146879,-89.9307099,6200,5600
125.378059,-89.9297287,6300,5600
125.602855,-89.9287464,6400,5600
125.821522,-89.9277632,6500,5600
126.034299,-89.926779,6600,5600
126.241418,-89.9257939,6700,5600
126.443096,-89.9248079,6800,5600
126.639539,-89.9238212,6900,5600
126.830945,-89.9228336,7000,5600
127.017501,-89.9218453,7100,5600
127.199385,-89.9208562,7200,5600
127.376768,-89.9198665,7300,5600
127.549811,-89.9188761,7400,5600
127.718668,-89.9178851,7500,5600
127.883488,-89.9168934,7600,5600
128.044411,-89.9159012,7700,5600
128.201571,-89.9149084,7800,5600
128.355097,-89.913915,7900,5600
128.50511,-89.9129212,8000,5600
128.651729,-89.9119268,8100,5600
128.795066,-89.9109319,8200,5600
128.935227,-89.9099366,8300,5600
129.072317,-89.9089409,8400,5600
129.206433,-89.9079447,8500,5600
129.33767,-89.9069481,8600,5600
129.466118,-89.9059511,8700,5600
129.591864,-89.9049538,8800,5600
129.714992,-89.9039561,8900,5600
129.835581,-89.902958,9000,5600
129.953709,-89.9019596,9100,5600
130.069448,-89.9009608,9200,5600
130.182871,-89.8999618,9300,5600
130.294044,-89.8989624,9400,5600
130.403034,-89.8979628,9500,5600
130.509904,-89.8969629,9600,5600
130.614714,-89.8959627,9700,5600
130.717522,-89.8949622,9800,5600
130.818386,-89.8939615,9900,5600
130.917358,-89.8929606,10000,5600
131.014492,-89.8919594,10100,5600
131.109837,-89.8909581,10200,5600
131.203443,-89.8899565,10300,5600
131.295355,-89.8889547,10400,5600
131.38562,-89.8879527,10500,5600
131.47428,-89.8869505,10600,5600
131.561378,-89.8859481,10700,5600
131.646954,-89.8849456,10800,5600
131.731048,-89.8839429,10900,5600
131.813698,-89.88294,11000,5600
131.894939,-89.8819369,11100,5600
131.974808,-89.8809338,11200,5600
132.053339,-89.8799304,11300,5600
132.130565,-89.878927,11400,5600
132.206518,-89.8779234,11500,5600
132.281229,-89.8769196,11600,5600
132.354728,-89.8759158,11700,5600
132.427045,-89.8749118,11800,5600
132.498206,-89.8739078,11900,5600
132.567546,-89.8729136,11999,5600
60.8064584,-89.9815371,0,5700
63.9148799,-89.9813392,100,5700
66.9491383,-89.9810878,200,5700
69.8955223,-89.9807848,300,5700
72.7429455,-89.9804327,400,5700
75.4829944,-89.980034,500,5700
78.1098303,-89.9795916,600,5700
80.6199817,-89.9791083,700,5700
83.0120641,-89.9785867,800,5700
85.2864629,-89.9780296,900,5700
87.4450084,-89.9774398,1000,5700
89.4906641,-89.9768196,1100,5700
91.4272441,-89.9761715,1200,5700
93.2591646,-89.9754977,1300,5700
94.9912348,-89.9748003,1400,5700
96.6284859,-89.9740811,1500,5700
98.1760342,-89.973342,1600,5700
99.6389758,-89.9725846,1700,5700
101.022308,-89.9718104,1800,5700
102.330869,-89.9710206,1900,5700
103.569305,-89.9702167,2000,5700
104.742038,-89.9693996,2100,5700
105.853253,-89.9685704,2200,5700
106.906896,-89.9677302,2300,5700
107.906668,-89.9668796,2400,5700
108.856035,-89.9660195,2500,5700
109.758231,-89.9651507,2600,5700
110.616273,-89.9642737,2700,5700
111.432967,-89.9633891,2800,5700
112.210924,-89.9624975,2900,5700
112.952569,-89.9615995,3000,5700
113.660155,-89.9606953,3100,5700
114.335774,-89.9597856,3200,5700
114.981371,-89.9588705,3300,5700
115.598749,-89.9579505,3400,5700
116.189586,-89.957026,3500,5700
116.75544,-89.9560971,3600,5700
117.297759,-89.9551643,3700,5700
117.817891,-89.9542276,3800,5700
118.317091,-89.9532874,3900,5700
118.796525,-89.9523439,4000,5700
119.257282,-89.9513973,4100,5700
119.700377,-89.9504477,4200,5700
120.126757,-89.9494954,4300,5700
120.537306,-89.9485404,4400,5700
120.932849,-89.947583,4500,5700
121.31416,-89.9466233,4600,5700
121.681962,-89.9456613,4700,5700
122.036931,-89.9446973,4800,5700
122.379702,-89.9437313,4900,5700
122.71087,-89.9427634,5000,5700
123.030995,-89.9417938,5100,5700
123.340599,-89.9408225,5200,5700
123.640178,-89.9398496,5300,5700
123.930194,-89.9388753,5400,5700
124.211085,-89.9378994,5500,5700
124.483262,-89.9369222,5600,5700
124.747112,-89.9359438,5700,5700
125.003003,-89.934964,5800,5700
125.251278,-89.9339831,5900,5700
125.492265,-89.9330011,6000,5700
125.726271,-89.932018,6100,5700
125.953589,-89.9310339,6200,5700
126.174494,-89.9300489,6300,5700
126.389249,-89.9290629,6400,5700
126.5981,-89.928076,6500,5700
126.801283,-89.9270883,6600,5700
126.999021,-89.9260997,6700,5700
127.191525,-89.9251104,6800,5700
127.378997,-89.9241203,6900,5700
127.561628,-89.9231296,7000,5700
127.739599,-89.9221382,7100,5700
127.913083,-89.9211461,7200,5700
128.082246,-89.9201534,7300,5700
128.247243,-89.9191601,7400,5700
128.408225,-89.9181662,7500,5700
128.565334,-89.9171718,7600,5700
128.718705,-89.9161768,7700,5700
128.86847,-89.9151814,7800,5700
129.014751,-89.9141854,7900,5700
129.157667,-89.913189,8000,5700
129.297332,-89.9121922,8100,5700
129.433853,-89.9111949,8200,5700
129.567334,-89.9101973,8300,5700
129.697875,-89.9091992,8400,5700
129.82557,-89.9082008,8500,5700
129.95051,-89.907202,8600,5700
130.072783,-89.9062028,8700,5700
130.192472,-89.9052033,8800,5700
130.309657,-89.9042035,8900,5700
130.424415,-89.9032034,9000,5700
130.536819,-89.902203,9100,5700
130.646942,-89.9012023,9200,5700
130.754851,-89.9002013,9300,5700
130.860611,-89.8992001,9400,5700
130.964285,-89.8981986,9500,5700
131.065935,-89.8971969,9600,5700
131.165617,-89.8961949,9700,5700
131.263389,-89.8951927,9800,5700
131.359304,-89.8941903,9900,5700
131.453414,-89.8931877,10000,5700
131.54577,-89.8921849,10100,5700
131.636418,-89.8911819,10200,5700
131.725407,-89.8901787,10300,5700
131.812781,-89.8891753,10400,5700
131.898583,-89.8881718,10500,5700
131.982855,-89.8871681,10600,5700
132.065637,-89.8861643,10700,5700
132.146968,-89.8851603,10800,5700
132.226886,-89.8841561,10900,5700
132.305427,-89.8831518,11000,5700
132.382625,-89.8821474,11100,5700
132.458516,-89.8811429,11200,5700
132.533132,-89.8801382,11300,5700
132.606504,-89.8791334,11400,5700
132.678663,-89.8781285,11500,5700
132.749639,-89.8771235,11600,5700
132.81946,-89.8761184,11700,5700
132.888155,-89.8751132,11800,5700
132.95575,-89.8741079,11900,5700
133.021612,-89.8731126,11999,5700
61.2099753,-89.9825549,0,5800
64.4923143,-89.9823485,100,5800
67.6883087,-89.9820856,200,5800
70.7823126,-89.9817687,300,5800
73.7620191,-89.9814006,400,5800
76.6184671,-89.9809843,500,5800
79.3458568,-89.9805228,600,5800
81.9412291,-89.9800193,700,5800
84.4040647,-89.979477,800,5800
86.7358513,-89.9788988,900,5800
88.9396582,-89.9782875,1000,5800
91.0197423,-89.977646,1100,5800
92.9812024,-89.9769768,1200,5800
94.8296866,-89.9762822,1300,5800
96.5711544,-89.9755644,1400,5800
98.2116887,-89.9748253,1500,5800
99.7573515,-89.9740669,1600,5800
101.214079,-89.9732908,1700,5800
102.587603,-89.9724984,1800,5800
103.883407,-89.9716912,1900,5800
105.106688,-89.9708704,2000,5800
106.262343,-89.9700372,2100,5800
107.354964,-89.9691925,2200,5800
108.388839,-89.9683372,2300,5800
109.367962,-89.9674723,2400,5800
110.29604,-89.9665984,2500,5800
111.176516,-89.9657163,2600,5800
112.012575,-89.9648266,2700,5800
112.807165,-89.9639299,2800,5800
113.563015,-89.9630266,2900,5800
114.282646,-89.9621173,3000,5800
114.968389,-89.9612023,3100,5800
115.622401,-89.9602822,3200,5800
116.246676,-89.9593572,3300,5800
116.843059,-89.9584276,3400,5800
117.413258,-89.9574938,3500,5800
117.958855,-89.9565561,3600,5800
118.481316,-89.9556147,3700,5800
118.982002,-89.9546698,3800,5800
119.462175,-89.9537217,3900,5800
119.923007,-89.9527706,4000,5800
120.365587,-89.9518166,4100,5800
120.790931,-89.9508599,4200,5800
121.199981,-89.9499007,4300,5800
121.593617,-89.9489391,4400,5800
121.97266,-89.9479753,4500,5800
122.337876,-89.9470094,4600,5800
122.689979,-89.9460415,4700,5800
123.029639,-89.9450717,4800,5800
123.357482,-89.9441001,4900,5800
123.674094,-89.9431268,5000,5800
123.980023,-89.942152,5100,5800
124.275786,-89.9411756,5200,5800
124.561866,-89.9401978,5300,5800
124.838718,-89.9392186,5400,5800
125.10677,-89.9382382,5500,5800
125.366422,-89.9372565,5600,5800
125.618055,-89.9362736,5700,5800
125.862025,-89.9352897,5800,5800
126.098669,-89.9343047,5900,5800
126.328304,-89.9333187,6000,5800
126.55123,-89.9323317,6100,5800
126.767731,-89.9313438,6200,5800
126.978075,-89.9303551,6300,5800
127.182515,-89.9293655,6400,5800
127.381293,-89.9283751,6500,5800
127.574636,-89.927384,6600,5800
127.762759,-89.9263921,6700,5800
127.945868,-89.9253996,6800,5800
128.124157,-89.9244064,6900,5800
128.29781,-89.9234126,7000,5800
128.467004,-89.9224182,7100,5800
128.631905,-89.9214232,7200,5800
128.792671,-89.9204276,7300,5800
128.949456,-89.9194316,7400,5800
129.102402,-89.918435,7500,5800
129.251646,-89.9174379,7600,5800
129.39732,-89.9164404,7700,5800
129.539549,-89.9154424,7800,5800
129.678452,-89.914444,7900,5800
129.814143,-89.9134452,8000,5800
129.94673,-89.912446,8100,5800
130.076319,-89.9114465,8200,5800
130.203007,-89.9104465,8300,5800
130.326891,-89.9094463,8400,5800
130.448061,-89.9084457,8500,5800
130.566605,-89.9074448,8600,5800
130.682606,-89.9064435,8700,5800
130.796145,-89.905442,8800,5800
130.907298,-89.9044402,8900,5800
131.01614,-89.9034382,9000,5800
131.12274,-89.9024359,9100,5800
131.227167,-89.9014333,9200,5800
131.329486,-89.9004305,9300,5800
131.429759,-89.8994275,9400,5800
131.528048,-89.8984242,9500,5800
131.624409,-89.8974208,9600,5800
131.718899,-89.8964171,9700,5800
131.811571,-89.8954133,9800,5800
131.902477,-89.8944092,9900,5800
131.991666,-89.893405,10000,5800
132.079186,-89.8924006,10100,5800
132.165084,-89.8913961,10200,5800
132.249403,-89.8903914,10300,5800
132.332187,-89.8893865,10400,5800
132.413477,-89.8883816,10500,5800
132.493313,-89.8873764,10600,5800
132.571733,-89.8863712,10700,5800
132.648774,-89.8853658,10800,5800
132.724473,-89.8843603,10900,5800
132.798863,-89.8833547,11000,5800
132.871979,-89.8823489,11100,5800
132.943852,-89.8813431,11200,5800
133.014514,-89.8803372,11300,5800
133.083996,-89.8793311,11400,5800
133.152325,-89.878325,11500,5800
133.219532,-89.8773188,11600,5800
133.285642,-89.8763125,11700,5800
133.350683,-89.8753061,11800,5800
133.414679,-89.8742997,11900,5800
133.477033,-89.8733033,11999,5800
61.6634247,-89.9835718,0,5900
65.1396625,-89.9833557,100,5900
68.5144766,-89.9830801,200,5900
71.7699697,-89.9827478,300,5900
74.8925368,-89.982362,400,5900
77.8727938,-89.9819262,500,5900
80.7052525,-89.981444,600,5900
83.3878322,-89.9809188,700,5900
85.9212879,-89.9803541,800,5900
88.3086225,-89.9797532,900,5900
90.5545325,-89.9791193,1000,5900
92.6649149,-89.9784553,1100,5900
94.646451,-89.9777639,1200,5900
96.5062673,-89.9770476,1300,5900
98.2516714,-89.9763087,1400,5900
99.889952,-89.9755492,1500,5900
101.428234,-89.9747709,1600,5900
102.873378,-89.9739757,1700,5900
104.231914,-89.9731649,1800,5900
105.510006,-89.9723401,1900,5900
106.71343,-89.9715023,2000,5900
107.847569,-89.9706528,2100,5900
108.917426,-89.9697925,2200,5900
109.927629,-89.9689223,2300,5900
110.882456,-89.9680431,2400,5900
111.785849,-89.9671555,2500,5900
112.641443,-89.9662603,2600,5900
113.452581,-89.965358,2700,5900
114.22234,-89.9644492,2800,5900
114.953551,-89.9635345,2900,5900
115.648817,-89.9626141,3000,5900
116.310537,-89.9616886,3100,5900
116.940917,-89.9607583,3200,5900
117.541991,-89.9598235,3300,5900
118.115633,-89.9588846,3400,5900
118.663572,-89.9579419,3500,5900
119.187405,-89.9569955,3600,5900
119.688607,-89.9560458,3700,5900
120.168541,-89.955093,3800,5900
120.628472,-89.9541372,3900,5900
121.069568,-89.9531786,4000,5900
121.492914,-89.9522175,4100,5900
121.899519,-89.951254,4200,5900
122.290317,-89.9502882,4300,5900
122.666178,-89.9493202,4400,5900
123.027914,-89.9483502,4500,5900
123.376278,-89.9473784,4600,5900
123.711975,-89.9464047,4700,5900
124.035662,-89.9454294,4800,5900
124.347952,-89.9444524,4900,5900
124.64942,-89.9434739,5000,5900
124.940604,-89.942494,5100,5900
125.222007,-89.9415128,5200,5900
125.4941,-89.9405303,5300,5900
125.757328,-89.9395465,5400,5900
126.012106,-89.9385617,5500,5900
126.258825,-89.9375757,5600,5900
126.497853,-89.9365887,5700,5900
126.729537,-89.9356006,5800,5900
126.954202,-89.9346117,5900,5900
127.172158,-89.9336219,6000,5900
127.383694,-89.9326312,6100,5900
127.589084,-89.9316397,6200,5900
127.788588,-89.9306474,6300,5900
127.982451,-89.9296544,6400,5900
128.170904,-89.9286608,6500,5900
128.354168,-89.9276664,6600,5900
128.532449,-89.9266714,6700,5900
128.705947,-89.9256758,6800,5900
128.874847,-89.9246796,6900,5900
129.039327,-89.9236829,7000,5900
