frame,x_center,y_center,diameter,confidence
33,297.2120361328125,142.36895751953125,47.8765869140625,0.5144177079200745
34,297.2974853515625,142.20587158203125,48.64154052734375,0.5764127373695374
36,297.1934814453125,142.2786407470703,49.1595458984375,0.5458184480667114
37,296.76800537109375,142.2779998779297,49.3675537109375,0.5110867619514465
38,562.3561401367188,283.2913513183594,31.985595703125,0.5655823945999146
38,297.02203369140625,142.2228546142578,49.334228515625,0.5386962294578552
39,296.69903564453125,142.09197998046875,50.03369140625,0.5481958389282227
40,296.7899475097656,142.06851196289062,50.4263916015625,0.5714460611343384
41,296.45745849609375,142.14736938476562,50.6778564453125,0.5113517642021179
42,296.80755615234375,142.05667114257812,50.423095703125,0.5536900758743286
42,373.7712707519531,316.3770446777344,30.3546142578125,0.5265337824821472
43,565.5189208984375,286.52935791015625,31.2880859375,0.5459557771682739
44,565.9791259765625,286.6227111816406,31.559326171875,0.5591444969177246
44,296.6803894042969,142.2437744140625,51.01959228515625,0.5112960338592529
45,375.788818359375,317.82708740234375,30.29925537109375,0.5916354656219482
45,566.9943237304688,287.3846435546875,31.5037841796875,0.5286857485771179
46,376.61468505859375,319.1408996582031,31.1385498046875,0.5997637510299683
47,376.6912841796875,319.5445556640625,30.902587890625,0.6008522510528564
47,568.5897216796875,289.25018310546875,33.1243896484375,0.537434458732605
48,377.20361328125,320.71356201171875,30.5772705078125,0.6818875670433044
48,569.1591186523438,290.135009765625,33.4320068359375,0.6257249116897583
49,377.4911804199219,321.5179748535156,30.02142333984375,0.6402996778488159
49,569.5599365234375,290.800048828125,34.91845703125,0.6106323599815369
50,570.628662109375,291.59783935546875,33.5654296875,0.6241793036460876
50,377.90118408203125,322.6880798339844,30.5751953125,0.6240230798721313
51,378.7182312011719,323.84991455078125,30.45294189453125,0.685817539691925
51,572.1968994140625,291.81048583984375,34.078369140625,0.5693920850753784
52,379.0009460449219,324.4979248046875,30.21734619140625,0.5331047773361206
52,190.061279296875,262.7052001953125,24.594970703125,0.5036851763725281
53,379.485595703125,325.1933288574219,30.123046875,0.620799720287323
53,112.17753601074219,244.0096435546875,105.57501220703125,0.554127037525177
53,573.4033203125,293.72772216796875,33.4886474609375,0.5526629090309143
53,190.4048614501953,262.7615966796875,24.372772216796875,0.5259060263633728
53,378.8891906738281,243.16665649414062,26.78851318359375,0.5145053267478943
54,379.38238525390625,243.69015502929688,26.9381103515625,0.6562476754188538
54,379.68438720703125,325.685546875,29.9232177734375,0.652516782283783
54,112.02757263183594,242.5653839111328,106.77938842773438,0.600166380405426
54,573.88916015625,294.22271728515625,34.520263671875,0.5731397271156311
55,380.5323486328125,326.2187194824219,30.5013427734375,0.6856456995010376
55,574.913818359375,294.54302978515625,33.649658203125,0.6045910120010376
55,379.02203369140625,243.80369567871094,27.38616943359375,0.5921993851661682
55,111.9135513305664,242.54827880859375,106.90605163574219,0.5605996251106262
55,241.8909912109375,332.43994140625,19.82318115234375,0.5263007879257202
56,381.1589660644531,327.0804138183594,30.98077392578125,0.6667957305908203
56,242.29037475585938,332.5092468261719,19.855438232421875,0.5908256769180298
56,575.4750366210938,295.1712341308594,32.2535400390625,0.5801230072975159
56,112.53020477294922,244.0792236328125,106.25016784667969,0.5744987726211548
56,378.88641357421875,243.98492431640625,28.368408203125,0.5422256588935852
57,381.613525390625,328.3857421875,31.3651123046875,0.6911544799804688
57,242.60687255859375,332.92633056640625,19.91375732421875,0.5794423818588257
57,112.66105651855469,244.74722290039062,103.66842651367188,0.5724657773971558
57,576.6378173828125,296.1445007324219,33.689697265625,0.5683390498161316
58,381.87042236328125,328.9745178222656,31.6380615234375,0.6797686815261841
58,577.345947265625,297.3373107910156,34.6064453125,0.5644397735595703
58,112.35443115234375,245.20761108398438,104.4287109375,0.5305823683738708
59,382.5709533691406,330.19775390625,32.02728271484375,0.7322916984558105
59,578.164794921875,298.7271728515625,35.912841796875,0.6178256869316101
60,383.1756286621094,331.28326416015625,32.16900634765625,0.6981244683265686
60,579.0565185546875,299.37005615234375,35.9710693359375,0.6348091959953308
61,580.5852661132812,299.55230712890625,36.291748046875,0.6716480851173401
61,383.8858337402344,331.7888488769531,32.0694580078125,0.6314473748207092
62,384.1668701171875,332.92486572265625,31.3162841796875,0.6349107027053833
62,581.2708129882812,299.86468505859375,34.8277587890625,0.6127557754516602
62,118.57742309570312,246.47039794921875,93.896240234375,0.5316617488861084
63,384.8826904296875,333.6478271484375,31.5245361328125,0.6909106969833374
63,581.82080078125,300.40447998046875,35.614501953125,0.5684650540351868
